"","MSSubClass","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LandSlope","Neighborhood","Condition2","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","SaleType","SaleCondition","SalePrice","TotalSF","HouseAge","Remodeled","NewHouse","GarageAge","SoldInSummer"
"1599","1StNew",0,17979,"Pave",3,"Lvl","AllPub",3,"Mitchel","Norm",5,6,"CompShg","Bad","Bad","None",0,3,4,"Other",3,3,1,5,785,1,0,328,1113,"GasA",5,"Y",5,1160,0,0,1160,1,0,1,0,3,1,4,6,8,0,"None","Good",1,1,257,3,3,3,81,0,0,0,0,0,500,"Old","Old",152500,2273,40,0,0,40,0
"1600","PUD",21,1477,"Pave",4,"Lvl","AllPub",3,"MeadowV","Norm",6,9,"CompShg","Good","Bad","None",0,3,4,"Other",3,3,1,6,358,1,0,188,546,"GasA",5,"Y",5,546,546,0,1092,0,0,2,1,3,1,3,6,8,0,"None","None",0,0,0,0,0,3,187,0,0,0,0,0,0,"Old","Old",98000,1638,38,1,0,0,0
"1601","PUD",21,1890,"Pave",4,"Lvl","AllPub",3,"MeadowV","Norm",4,7,"CompShg","Good","Bad","None",0,3,4,"Other",4,3,3,5,495,1,0,135,630,"GasA",4,"Y",5,630,0,0,630,1,0,1,0,1,1,3,3,8,0,"None","None",0,0,0,0,0,3,88,0,0,0,0,0,0,"Old","Old",81000,1260,36,0,0,0,1
"1602","1StNew",100,21750,"Pave",4,"HLS","AllPub",2,"Mitchel","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,988,988,"GasA",5,"Y",4,988,0,0,988,0,0,1,0,2,1,3,4,8,0,"None","Good",2,2,520,3,3,1,0,0,0,0,0,0,0,"Old","Old",113000,1976,54,0,0,54,0
"1603","1StNew",59,6490,"Pave",4,"Lvl","AllPub",3,"Mitchel","Norm",5,7,"CompShg","Good","Good","None",0,3,4,"Other",3,3,1,6,534,1,0,282,816,"GasA",5,"Y",5,816,0,0,816,0,1,1,0,2,1,3,4,8,0,"None","Good",1,1,264,3,3,3,315,0,0,0,0,0,0,"Old","Old",128500,1632,25,0,0,25,0
"1604","1StNew",37,6951,"Pave",3,"Lvl","AllPub",3,"Mitchel","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,658,1,0,218,876,"GasA",3,"Y",5,923,0,0,923,1,0,1,0,3,1,3,5,8,0,"None","Good",1,1,264,3,3,3,362,0,0,0,0,0,0,"Old","Old",119500,1799,24,1,0,24,0
"1605","1StNew",60,6600,"Pave",4,"Lvl","AllPub",3,"Mitchel","Norm",5,9,"CompShg","Good","Good","None",0,4,4,"Other",3,3,1,5,641,1,0,175,816,"GasA",5,"Y",5,816,0,0,816,0,1,1,0,3,1,4,5,8,1,"Ex","Good",1,1,264,3,3,3,0,0,0,0,0,0,0,"Old","Old",130500,1632,26,1,0,26,0
"1606","1StNew",60,6600,"Pave",4,"Lvl","AllPub",3,"Mitchel","Norm",5,8,"CompShg","Bad","Bad","None",0,3,4,"PC",3,4,1,6,816,1,0,0,816,"GasA",5,"Y",5,816,0,0,816,1,0,1,0,2,1,3,4,8,0,"None","Bad",3,2,816,3,3,3,0,0,0,0,0,0,0,"Old","Old",138000,1632,26,1,0,23,1
"1607","1StNew",60,6600,"Pave",4,"Lvl","AllPub",3,"Mitchel","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,6,638,1,0,207,845,"GasA",4,"Y",5,845,0,0,845,0,0,1,0,3,1,4,6,8,0,"None","Good",1,1,264,3,3,3,0,0,0,0,0,0,0,"Old","Old",134500,1690,26,1,0,26,1
"1608","1St",75,12508,"Pave",3,"Lvl","AllPub",3,"Mitchel","Norm",6,7,"CompShg","Good","Good","None",0,3,3,"Other",4,3,2,5,660,1,0,323,983,"GasA",5,"Y",5,983,767,0,1750,1,0,2,0,4,1,3,7,5,0,"None","Good",1,1,423,3,3,3,245,0,156,0,0,0,1300,"Old","Old",160000,2733,68,1,0,19,1
"1609","1StNew",74,12395,"Pave",4,"Lvl","AllPub",3,"Mitchel","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,647,1,0,217,864,"GasA",3,"Y",5,889,0,0,889,0,0,1,0,3,1,3,6,8,0,"None","Good",1,2,484,3,3,3,0,0,0,0,0,0,0,"Old","Old",137500,1753,24,0,0,24,0
"1610","2StNew",0,11075,"Pave",3,"Lvl","AllPub",2,"Mitchel","Norm",5,4,"CompShg","Bad","Bad","BrkFace",232,3,3,"Other",3,3,3,5,562,2,193,29,784,"GasA",5,"Y",5,1168,800,0,1968,0,1,2,1,4,1,3,7,6,1,"Po","Good",2,2,530,3,3,3,305,189,0,0,0,0,400,"Old","Old",172000,2752,39,0,0,39,0
"1611","2St",0,56600,"Pave",3,"Low","AllPub",3,"IDOTRR","Norm",5,1,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,686,686,"GasA",5,"Y",5,1150,686,0,1836,0,0,2,0,4,1,3,7,4,0,"None","Bad",1,1,288,3,2,1,0,0,0,0,0,0,0,"Old","Old",103000,2522,108,1,0,108,0
"1612","1StNew",85,10667,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",302,3,3,"Other",3,3,1,4,838,1,0,749,1587,"GasA",3,"Y",5,1587,0,0,1587,0,0,2,0,3,1,3,7,8,1,"Gd","Good",1,2,525,3,3,3,0,44,0,0,0,0,0,"Old","Old",167300,3174,36,0,0,36,0
"1613","1StNew",85,10628,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",7,5,"Tar&Grv","Bad","Bad","None",0,3,4,"Other",3,4,4,6,778,1,0,499,1277,"GasA",3,"Y",5,1277,0,0,1277,1,0,1,0,2,1,3,5,8,1,"Po","Good",1,2,526,3,3,3,0,0,0,0,176,0,0,"Old","Old",167000,2554,37,0,0,37,0
"1614","1StNew",95,13651,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",7,6,"CompShg","Bad","Bad","BrkFace",1115,3,4,"Other",4,3,4,5,1880,1,0,343,2223,"GasA",5,"Y",5,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,"Gd","Good",3,2,516,3,3,3,300,0,0,0,0,0,0,"Old","Old",244000,4446,34,0,0,34,0
"1615","1StNew",95,15865,"Pave",3,"Lvl","AllPub",2,"NAmes","Norm",8,6,"Tar&Grv","Bad","Bad","None",0,4,4,"PC",3,4,4,5,351,3,823,1043,2217,"GasA",5,"Y",5,2217,0,0,2217,1,0,2,0,4,1,4,8,8,1,"TA","Good",1,2,621,3,3,3,81,207,0,0,224,0,0,"Old","Old",268000,4434,37,0,0,37,0
"1616","2StNew",0,12394,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,4,1,0,1,0,847,847,"GasA",5,"Y",5,847,886,0,1733,0,0,2,1,3,1,4,7,8,1,"Gd","Good",3,2,433,3,3,3,100,48,0,0,0,0,0,"Old","Old",225000,2580,4,0,0,4,0
"1617","2StNew",0,10364,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"PC",4,3,1,1,0,1,0,806,806,"GasA",4,"Y",5,806,766,0,1572,0,0,2,1,3,1,3,7,8,1,"TA","Good",3,2,373,3,3,3,0,40,0,0,0,0,0,"Old","Old",168000,2378,12,1,0,12,1
"1618","2StNew",0,13869,"Pave",2,"Lvl","AllPub",3,"Gilbert","Norm",6,6,"CompShg","Good","Good","None",0,3,3,"PC",4,3,3,6,182,1,0,612,794,"GasA",4,"Y",5,794,676,0,1470,0,1,2,0,3,1,3,6,8,0,"None","Good",3,2,388,3,3,3,0,75,0,0,0,0,0,"Old","Old",177000,2264,10,0,0,10,1
"1619","2StNew",57,8773,"Pave",3,"HLS","AllPub",3,"Gilbert","Norm",6,5,"CompShg","Good","Good","None",0,3,3,"PC",4,3,3,1,0,1,0,916,916,"GasA",4,"Y",5,916,684,0,1600,0,0,2,1,3,1,3,7,8,1,"TA","Good",3,2,460,3,3,3,100,38,0,0,0,0,0,"Old","Old",169000,2516,10,0,0,10,0
"1620","Split",56,8872,"Pave",3,"HLS","AllPub",3,"Gilbert","Norm",6,5,"CompShg","Good","Good","None",0,3,3,"PC",4,3,1,1,0,1,0,384,384,"GasA",4,"Y",5,754,630,0,1384,0,0,2,1,3,1,3,7,8,1,"TA","Good",3,2,390,3,3,3,0,0,0,0,0,0,0,"Old","Old",161500,1768,10,0,0,10,0
"1621","PUDNew",41,5330,"Pave",4,"Lvl","AllPub",3,"StoneBr","Norm",8,5,"CompShg","Good","Bad","None",0,4,3,"PC",4,3,3,6,1196,1,0,298,1494,"GasA",5,"Y",5,1652,0,0,1652,1,0,2,0,2,1,5,6,8,0,"None","Good",2,2,499,3,3,3,96,48,0,0,0,0,0,"Old","Old",251000,3146,7,0,0,7,0
"1622","Split",0,10147,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",6,5,"CompShg","Bad","Bad","BrkFace",32,3,3,"PC",4,3,1,2,186,1,0,206,392,"GasA",4,"Y",5,924,770,0,1694,0,0,2,1,3,1,3,7,8,1,"TA","Good",3,2,398,3,3,3,256,64,0,0,0,0,0,"Old","Old",160000,2086,13,0,0,13,0
"1623","2StNew",0,8637,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",6,5,"CompShg","Good","Good","None",0,3,3,"PC",4,3,1,5,871,1,0,52,923,"GasA",4,"Y",5,947,767,0,1714,1,0,2,1,3,1,3,7,8,1,"TA","Good",3,2,451,3,3,3,256,48,0,0,0,0,0,"Old","Old",180000,2637,8,1,0,7,0
"1624","2StNew",63,7875,"Pave",4,"Lvl","AllPub",3,"Gilbert","Norm",7,5,"CompShg","Bad","Bad","None",0,4,3,"PC",4,3,1,3,414,1,0,277,691,"GasA",4,"Y",5,691,862,0,1553,0,0,2,1,3,1,4,6,8,0,"None","Good",3,2,420,3,3,3,0,44,0,0,0,0,0,"Old","Old",178750,2244,11,0,0,11,0
"1625","1StNew",63,7875,"Pave",4,"Lvl","AllPub",3,"Gilbert","Norm",7,5,"CompShg","Bad","Bad","BrkFace",38,3,3,"PC",4,4,1,1,0,1,0,1237,1237,"GasA",4,"Y",5,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,"TA","Good",3,2,402,3,3,3,220,21,0,0,0,0,0,"Old","Old",176000,2490,12,1,0,12,1
"1626","2StNew",60,7500,"Pave",4,"Lvl","AllPub",3,"Gilbert","Norm",6,5,"CompShg","Good","Good","None",0,3,3,"PC",4,3,1,1,0,1,0,938,938,"GasA",5,"Y",5,957,1342,0,2299,0,0,3,1,5,1,3,7,8,1,"TA","Good",3,2,482,3,3,3,188,30,0,0,0,0,0,"Old","Old",204000,3237,8,1,0,8,0
"1627","1StNew",0,9556,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",7,5,"CompShg","Bad","Bad","BrkFace",52,3,3,"PC",4,3,1,1,0,1,0,1168,1168,"GasA",4,"Y",5,1187,0,0,1187,0,0,2,0,3,1,4,6,8,0,"None","Good",2,2,420,3,3,3,0,21,0,0,0,0,0,"Old","Old",160000,2355,15,1,0,15,0
"1628","Split",0,10784,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",7,5,"CompShg","Bad","Bad","BrkFace",76,4,3,"PC",4,3,1,1,0,1,0,384,384,"GasA",4,"Y",5,802,670,0,1472,0,0,2,1,3,1,4,7,8,1,"TA","Good",2,2,402,3,3,3,164,0,0,0,0,0,0,"Old","Old",160000,1856,16,1,0,16,1
"1629","Split",0,9125,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",7,5,"CompShg","Bad","Bad","BrkFace",170,3,3,"PC",4,3,1,1,0,1,0,384,384,"GasA",4,"Y",5,812,670,0,1482,0,0,2,1,3,1,4,7,8,1,"TA","Good",3,2,392,3,3,3,100,25,0,0,0,0,0,"Old","Old",163900,1866,15,0,0,15,1
"1630","2StNew",0,7655,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"PC",4,3,1,1,0,1,0,903,903,"GasA",4,"Y",5,910,732,0,1642,0,0,2,1,3,1,3,7,8,1,"TA","Good",2,2,392,3,3,3,290,84,0,0,0,0,0,"Old","Old",168000,2545,14,1,0,14,1
"1631","1StNew",160,18160,"Grvl",4,"Lvl","AllPub",3,"Gilbert","Norm",6,6,"CompShg","Bad","Bad","BrkCmn",138,3,3,"Other",3,3,3,4,550,1,0,752,1302,"GasA",2,"Y",5,1128,0,0,1128,1,0,1,0,3,1,3,6,8,1,"TA","Good",1,2,480,3,3,2,0,108,246,0,0,0,0,"Old","Old",154204,2430,43,0,0,43,0
"1632","PUDNew",0,3696,"Pave",4,"Lvl","AllPub",3,"StoneBr","Norm",8,5,"CompShg","Bad","Bad","None",0,4,3,"Other",4,3,1,1,0,1,0,1074,1074,"GasA",5,"Y",5,1088,0,0,1088,0,0,1,1,2,1,4,5,8,0,"None","Good",2,2,461,3,3,3,0,74,137,0,0,0,0,"Old","Old",170000,2162,21,0,0,20,0
"1633","PUD",0,5062,"Pave",3,"Lvl","AllPub",3,"StoneBr","Norm",7,5,"CompShg","Bad","Bad","None",0,4,3,"Other",4,3,2,6,828,2,182,180,1190,"GasA",4,"Y",5,1190,900,0,2090,1,0,2,0,3,1,4,6,7,1,"TA","Good",3,2,577,3,3,3,219,0,0,0,0,0,0,"Old","Old",207500,3280,23,0,0,23,0
"1634","PUDNew",38,4740,"Pave",3,"Lvl","AllPub",3,"StoneBr","Norm",8,5,"CompShg","Good","Bad","None",0,4,3,"Other",4,3,4,6,248,1,0,918,1166,"GasA",4,"Y",5,1179,0,0,1179,1,0,2,0,2,1,3,5,8,0,"None","Good",2,2,480,3,3,3,0,108,0,0,135,0,0,"Old","Old",182000,2345,19,0,0,19,0
"1635","PUDNew",35,5118,"Pave",3,"HLS","AllPub",3,"StoneBr","Norm",8,5,"CompShg","Good","Bad","None",0,4,3,"PC",4,3,4,6,926,1,0,386,1312,"GasA",4,"Y",5,1321,0,0,1321,1,0,1,0,1,1,4,4,8,1,"TA","Good",2,2,484,3,3,3,0,64,140,0,0,0,0,"Old","Old",212000,2633,17,0,0,17,0
"1636","1StNew",86,14157,"Pave",3,"HLS","AllPub",3,"StoneBr","Norm",9,5,"CompShg","Good","Good","Stone",200,4,3,"PC",5,3,4,6,1249,1,0,673,1922,"GasA",5,"Y",5,1922,0,0,1922,1,0,2,0,3,1,4,8,8,1,"Gd","Good",3,3,676,3,3,3,178,51,0,0,0,0,0,"Old","Old",377426,3844,2,1,0,2,1
"1637","2StNew",98,12328,"Pave",3,"Lvl","AllPub",3,"StoneBr","Norm",8,5,"CompShg","Good","Good","Stone",146,4,3,"PC",5,3,2,6,986,1,0,163,1149,"GasA",5,"Y",5,1164,1377,0,2541,1,0,3,1,4,1,5,10,8,1,"Gd","Good",3,3,729,3,3,3,120,32,0,0,0,0,0,"Old","Old",349265,3690,2,0,0,2,1
"1638","1StNew",52,51974,"Pave",3,"Lvl","AllPub",3,"StoneBr","Norm",9,5,"CompShg","Good","Good","BrkFace",710,5,3,"PC",5,3,3,6,1101,1,0,1559,2660,"GasA",5,"Y",5,2338,0,0,2338,1,0,2,1,4,1,4,8,8,2,"Gd","Good",3,3,1110,4,3,3,0,135,0,0,322,0,0,"New","New",591587,4998,1,1,0,2,1
"1639","Multi",195,41600,"Pave",3,"Lvl","AllPub",3,"Gilbert","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,4,5,1047,1,0,53,1100,"GasW",3,"Y",5,1424,0,0,1424,1,0,1,1,3,1,3,7,5,0,"None","Bad",1,3,828,3,3,1,144,0,0,0,0,0,0,"Old","Old",155000,2524,38,1,0,38,0
"1640","PUDNew",61,8035,"Pave",3,"HLS","AllPub",3,"StoneBr","Norm",9,5,"CompShg","Bad","Bad","BrkFace",165,4,3,"PC",5,3,4,6,797,1,0,815,1612,"GasA",5,"Y",5,1612,0,0,1612,1,0,2,0,2,1,5,6,8,1,"Gd","Good",3,2,556,3,3,3,0,164,0,0,0,0,0,"Old","Old",319900,3224,1,0,0,1,0
"1641","1StNew",60,8089,"Pave",4,"HLS","AllPub",3,"StoneBr","Norm",8,6,"CompShg","Bad","Bad","BrkFace",0,4,3,"PC",4,3,3,6,945,1,0,474,1419,"GasA",5,"Y",5,1419,0,0,1419,1,0,2,0,2,1,4,7,8,1,"Gd","Good",2,2,567,3,3,3,140,0,0,0,0,0,0,"New","New",392000,2838,0,0,1,1,0
"1642","1StNew",85,14082,"Pave",3,"HLS","AllPub",3,"StoneBr","Norm",8,5,"CompShg","Good","Good","BrkFace",945,4,3,"PC",5,4,4,6,1558,1,0,662,2220,"GasA",5,"Y",5,2234,0,0,2234,1,0,1,1,1,1,4,7,8,1,"Gd","Good",2,2,724,3,3,3,390,80,0,0,0,0,0,"Old","Old",441929,4454,1,0,0,1,0
"1643","1StNew",81,13870,"Pave",3,"HLS","AllPub",3,"StoneBr","PosA",10,5,"CompShg","Good","Bad","BrkFace",250,5,3,"PC",5,3,4,6,1152,1,0,590,1742,"GasA",5,"Y",5,2042,0,0,2042,1,0,2,0,3,1,5,8,8,1,"Gd","Good",3,3,724,3,3,3,240,52,0,0,174,0,0,"New","New",455000,3784,1,1,0,1,0
"1644","1StNew",0,12546,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,7,"CompShg","Bad","Bad","BrkFace",310,4,4,"Other",4,3,1,4,678,1,0,762,1440,"GasA",5,"Y",5,1440,0,0,1440,0,0,2,0,3,1,4,7,8,1,"TA","Good",3,2,467,3,3,3,0,0,99,0,0,0,0,"Old","Old",182900,2880,26,0,0,26,0
"1645","1StNew",0,10960,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,6,256,1,0,1028,1284,"GasA",3,"Y",5,1284,0,0,1284,1,0,2,0,3,1,3,5,8,0,"None","Good",1,2,480,3,3,3,0,0,192,0,0,0,0,"Old","Old",174000,2568,23,0,0,23,0
"1646","Split",78,12090,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,7,"CompShg","Good","Good","BrkFace",74,3,3,"Other",4,3,1,1,0,1,0,585,585,"GasA",5,"Y",5,1140,728,0,1868,0,0,3,1,3,1,3,7,8,1,"TA","Good",3,2,477,3,3,3,268,112,0,0,147,0,0,"Old","Old",178000,2453,23,1,0,23,0
"1647","2StNew",78,12090,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",7,7,"CompShg","Bad","Bad","BrkFace",306,4,3,"Other",4,3,1,5,321,1,0,404,725,"GasA",5,"Y",5,725,754,0,1479,0,0,2,1,3,1,4,6,8,1,"TA","Good",2,2,484,3,3,3,167,72,0,0,0,0,0,"Old","Old",176000,2204,26,1,0,26,0
"1648","1StNew",93,12299,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",7,6,"CompShg","Bad","Bad","Stone",67,3,3,"Other",4,3,1,6,1328,1,0,201,1529,"GasA",3,"Y",5,1664,0,0,1664,1,0,2,0,3,1,4,7,8,1,"TA","Good",3,2,663,3,3,3,0,0,0,0,0,0,0,"Old","Old",213000,3193,29,1,0,29,0
"1649","2StNew",61,11339,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",7,5,"WdShake","Bad","Bad","BrkFace",549,3,3,"Other",4,3,1,5,758,1,0,22,780,"GasA",3,"Y",5,1085,845,0,1930,1,0,2,1,4,1,4,9,8,1,"TA","Good",3,2,481,3,3,3,192,72,0,0,0,0,0,"Old","Old",192000,2710,28,0,0,28,0
"1650","2StNew",92,11952,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",7,6,"WdShake","Bad","Bad","None",0,3,3,"Other",4,3,1,1,0,1,0,808,808,"GasA",3,"Y",5,1161,808,0,1969,0,0,2,1,3,1,3,8,8,1,"Gd","Good",2,2,534,3,3,3,0,0,0,0,276,0,0,"Old","Old",190000,2777,30,0,0,30,0
"1651","2StNew",0,12046,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",298,3,3,"Other",3,3,1,2,156,1,0,692,848,"GasA",3,"Y",5,1118,912,0,2030,0,0,2,1,4,1,4,8,8,1,"TA","Good",3,2,551,3,3,3,0,224,0,0,0,0,0,"Old","Old",195000,2878,31,0,0,31,1
"1652","Split",0,10395,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",233,3,3,"Other",4,3,3,5,605,1,0,427,1032,"GasA",3,"Y",5,1032,0,0,1032,0,1,2,0,3,1,3,6,8,1,"TA","Good",1,2,564,3,3,3,0,0,0,0,0,0,500,"Old","Old",148000,2064,29,0,0,29,1
"1653","1StNew",79,11850,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",98,3,3,"Other",4,3,1,5,781,1,0,372,1153,"GasA",3,"Y",5,1177,0,0,1177,0,0,2,0,3,1,4,6,8,0,"None","Good",3,2,495,3,3,3,204,103,0,0,0,0,0,"Old","Old",151500,2330,23,0,0,23,0
"1654","2StNew",80,11584,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",7,6,"CompShg","Bad","Bad","BrkFace",96,3,3,"Other",3,3,1,6,315,3,110,114,539,"GasA",3,"Y",5,1040,685,0,1725,0,0,2,1,3,1,3,6,8,1,"TA","Good",2,2,550,3,3,3,0,88,216,0,0,0,0,"Old","Old",197000,2264,28,0,0,28,0
"1655","1StNew",80,10400,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,5,"CompShg","Bad","Bad","BrkFace",253,3,3,"Other",4,3,1,6,903,1,0,356,1259,"GasA",5,"Y",5,1353,0,0,1353,1,0,2,0,2,1,3,5,8,1,"TA","Good",2,2,478,3,3,3,240,141,0,0,0,0,0,"Old","Old",192350,2612,28,1,0,28,0
"1656","2StNew",80,10793,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",5,5,"CompShg","Bad","Bad","BrkFace",263,3,3,"Other",3,3,1,3,493,4,287,0,780,"GasA",5,"Y",5,780,840,0,1620,0,0,2,1,4,1,3,7,7,0,"None","Good",3,2,462,3,3,3,208,0,0,0,0,0,0,"Old","Old",152000,2400,38,0,0,38,0
"1657","1StNew",128,13001,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,5,"CompShg","Bad","Bad","BrkFace",176,3,3,"Other",3,3,2,5,492,4,121,1012,1625,"GasA",3,"Y",5,1220,0,0,1220,0,1,2,0,2,1,3,6,8,1,"TA","Good",1,2,944,3,3,3,0,0,249,0,0,0,0,"Old","Old",170000,2845,36,0,0,36,0
"1658","1StNew",70,12243,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,3,5,998,1,0,486,1484,"GasA",4,"Y",5,1484,0,0,1484,0,0,2,0,3,1,3,7,8,1,"TA","Good",1,2,487,3,3,3,224,0,0,0,180,0,0,"Old","Old",175000,2968,36,0,0,36,0
"1659","2StNew",90,11700,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",365,4,3,"Other",3,3,1,5,384,3,175,143,702,"GasA",4,"Y",5,1041,702,0,1743,0,1,1,2,3,1,3,7,8,1,"Gd","Good",1,2,539,3,3,3,224,0,0,0,0,0,0,"Old","Old",175000,2445,39,0,0,39,1
"1660","2StNew",0,12384,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",7,7,"CompShg","Bad","Bad","BrkFace",233,3,3,"Other",4,3,1,1,0,1,0,793,793,"GasA",3,"Y",5,1142,793,0,1935,0,0,2,1,3,1,3,7,8,1,"TA","Good",2,2,550,3,3,3,0,113,252,0,0,0,0,"Old","Old",197900,2728,31,0,0,31,0
"1661","Split",64,8991,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",7,6,"CompShg","Bad","Bad","Stone",130,3,3,"Other",4,3,4,6,624,3,604,0,1228,"GasA",3,"Y",5,1324,0,0,1324,0,1,2,0,3,1,4,5,8,1,"Fa","Good",3,2,585,3,3,3,407,36,0,0,0,0,0,"Old","Old",174000,2552,31,0,0,31,0
"1662","2StNew",80,8000,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,931,2,153,0,1084,"GasA",3,"Y",5,1084,793,0,1877,1,0,2,1,4,1,3,8,8,1,"TA","Good",1,2,488,3,3,3,0,96,0,0,0,0,0,"Old","Old",178900,2961,33,0,0,33,0
"1663","Split",70,10500,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,7,"CompShg","Bad","Bad","BrkFace",82,3,3,"Other",3,3,3,5,349,1,0,23,372,"GasA",3,"Y",5,576,533,0,1109,0,1,1,0,3,1,3,5,8,0,"None","Good",1,1,288,3,3,3,35,0,0,0,0,0,0,"Old","Old",139000,1481,36,1,0,36,0
"1664","1StNew",0,10530,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,282,2,35,664,981,"GasA",3,"Y",5,981,0,0,981,1,0,1,1,3,1,3,5,8,0,"None","Bad",1,2,576,3,3,3,0,312,40,0,0,0,0,"Old","Old",143250,1962,36,0,0,28,0
"1665","2StNew",0,7472,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",7,9,"CompShg","Bad","Bad","BrkFace",138,3,3,"Other",3,3,1,5,626,1,0,99,725,"GasA",4,"Y",5,725,754,0,1479,1,0,1,1,4,1,4,7,8,0,"None","Good",3,2,484,3,3,3,0,32,0,0,0,0,0,"Old","Old",184000,2204,35,1,0,35,1
"1666","1StNew",63,9457,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,566,1,0,359,925,"GasA",3,"Y",5,1422,0,0,1422,1,0,1,0,3,1,3,7,6,0,"None","Bad",1,2,576,3,3,3,252,0,0,0,0,0,0,"Old","Old",155000,2347,37,1,0,19,0
"1667","1StNew",66,7920,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","BrkFace",32,3,3,"Other",3,3,1,5,81,6,619,214,914,"GasA",5,"Y",5,914,0,0,914,0,0,1,0,3,1,5,5,8,0,"None","Good",2,1,368,3,4,3,120,0,0,0,0,0,0,"Old","Old",133000,1828,37,1,0,37,0
"1668","1StNew",61,9758,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,4,412,2,287,251,950,"GasA",3,"Y",5,950,0,0,950,0,0,1,0,3,1,3,5,8,0,"None","Bad",1,1,280,3,3,3,0,0,0,0,0,0,0,"Old","Old",119500,1900,36,0,0,26,1
